company,location,title scraped for,Country,State,age,Position,upper_salary,lower_salary,payment_frequency,year_of_exp,contract_type,eligibility,title_cleaned,skills_list
IBM,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,1.0,,,Analyst   Risk and Compliance,[]
Xaxis,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,,,,,3.0,,,Xaxis,"['C', 'R', 'client']"
NTT Ltd,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,6.0,,postgraduate,SQL Developer/Data analyst,[]
UpsideLMS HR Tech,"Pune, Maharashtra",Business Analyst,India,Pune,,,,,,1.0,,postgraduate,Associate Business Analyst,"['Go', 'client', 'ML', 'Project Management', 'D', 'C']"
UpsideLMS HR Tech,"Pune, Maharashtra",Business Analyst,India,Pune,,,,,,4.0,,postgraduate,Executive BA & Presales,"['Go', 'client', 'ML', 'Project Management', 'D', 'C']"
FIS Global,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,,,,,4.0,,undergraduate,Product Support Representative Specialist,"['SDLC', 'client', 'R', 'D', 'C']"
Medline Industries,"Pune, Maharashtra",Business Analyst,India,Pune,,Senior Level,,,,,,postgraduate,Senior Associate Systems Analyst,[]
Starworth Global Solution,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,,40000.0,Monthly,4.0,Full-time,,Business Data Analyst,"['D', 'C', 'R']"
BrainVault Technologies LLP,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,,500000.0,Yearly,,Full-time,,Business Intelligence Analyst,['R']
Catalytic Solutions,"Temporarily Remote in Noida, Uttar Pradesh",Business Analyst,India,Temporarily Remote in Noida,,,2000000.0,1500000.0,Yearly,10.0,Full-time,,Business Analyst Cum Project Manager,['R']
Ebizon,"Noida, Uttar Pradesh",Business Analyst,India,Noida,,Senior Level,,,,1.0,,postgraduate,Senior Analyst  Business Development,"['Marketing', 'performance metrics', 'Go', 'client', 'BA', 'MS Excel', 'D', 'C', 'Excel']"
Catalytic Solutions,"Remote in Noida, Uttar Pradesh",Business Analyst,India,Remote in Noida,,Senior Level,1500000.0,1000000.0,Yearly,6.0,Full-time,,Senior Healthcare Data Analyst/Business Intelligence,['R']
BA Training Group,"Delhi, Delhi",Business Analyst,India,Delhi,,,,,,6.0,,,BCS Business Analysis Tutor,['C']
NR Consulting - India,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,6.0,,,Technical Business Analysts.,['R']
Drip Capital,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,Senior Level,,,,4.0,,,Senior Analyst,"['Excel', 'SQL', 'Python', 'R', 'Tableau', 'PowerPoint', 'Familiar with Hubspot']"
Bridgera,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,Senior Level,,,,10.0,,,Senior Business Analyst,"['performance metrics', 'client', 'R', 'D', 'C', 'Excel', 'UI']"
Builder.ai - What would you Build?,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,,,,,4.0,,postgraduate,Data Analyst,"['Flask', 'NLTK', 'Reinforcement Learning', 'Supervised Learning', 'PyTorch', 'R', 'NLP', 'Excel', 'Docker', 'FastAPI', 'Unsupervised Learning', 'api', 'SQL', 'AWS', 'ML', 'Statistics', 'Seaborn', 'Python', 'Git', 'D', 'Deep Learning', 'C']"
Turing,Remote,Business Analyst,India,Remote,,Senior Level,,,,5.0,Full-time,undergraduate,Senior Data Analyst/Scientist,"['http', 'SQL', 'Python', 'AWS', 'R', 'D', 'C']"
BT,India,Business Analyst,India,India,,,,25.0,Hourly,5.0,,,Business Analyst,['R']
Blowhorn,"New Delhi, Delhi",Business Analyst,India,New Delhi,,,,,,5.0,,,Business Analyst,"['D', 'C', 'client']"
Maersk,"Pune, Maharashtra",Business Analyst,India,Pune,,Senior Level,,,,5.0,,,Senior Business Analyst,['R']
Kmart,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,6.0,,,"Business Analyst, Digital","['asp', 'Documentation', 'node', 'R', 'Project Management', 'D', 'Presentation', 'Excel']"
Sensia Global,"Pune, Maharashtra",Business Analyst,India,Pune,,,,,,6.0,,undergraduate,"Analyst, Business Systems","['PowerPoint', 'BA', 'R', 'Supply Chain', 'D', 'C', 'Excel', 'Presentation']"
WorldLine,"Kolkata, West Bengal",Business Analyst,India,Kolkata,,,,,,,,,Business Analyst,['R']
Oracle,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,2.0,,postgraduate,Global Sales Support   Business Analyst,['R']
Unilever,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,3.0,,postgraduate,Platform Business Analyst,"['go-getter attitude', 'BA', 'R', 'D', 'C', 'Excel']"
Criteo,Remote,Business Analyst,India,Remote,,,,,,2.0,,undergraduate,"Data Analyst, South APAC LC AX","['client', 'Python', 'Hive', 'R', 'Tableau', 'D', 'Statistics', 'C', 'Hadoop']"
Coditation Systems,"Pune, Maharashtra",Business Analyst,India,Pune,,,,,,2.0,,,Data Analyst,['R']
Gainsight,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,,,,,2.0,,postgraduate,Business Analyst,"['MySQL', 'Go', 'PL/SQL', 'asp', 'Leadership', 'SOAP', 'SQL', 'R', 'D', 'C', 'Excel', 'UI']"
Share:,"Bengaluru, Karnataka+1 location",Business Analyst,India,Bengaluru,,,,,,2.0,,,"Business Analyst, Document Imaging and Fulfillment","['D', 'C', 'SQL', 'R']"
Marmon Food And Beverage Technologies India...,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,2.0,,undergraduate,Strategic Analyst & Business Planner,"['BA', 'Ownership', 'R', 'D', 'C', 'Excel']"
Thermo Fisher Scientific,"Bengaluru, Karnataka+1 location",Business Analyst,India,Bengaluru,,,,,,,,postgraduate,Business Analyst III,"['http', 'Vi', 'api', 'R', 'D', 'C']"
Genpact,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,,,postgraduate,DG   Business Analyst   MIS & Reporting,"['BA', 'R', 'D', 'C', 'Excel']"
HSBC,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,Senior Level,,,,,,hs,Senior Business Analyst/Enterprise Technology,"['D', 'C', 'Go', 'R']"
HSBC,"Hyderabad, Telangana+1 location",Business Analyst,India,Hyderabad,,Senior Level,,,,,,hs,Senior Business Analyst/Wholesale IT,"['BA', 'R', 'D', 'C', 'Excel', 'Presentation']"
Amex,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,,,,3.0,,doctorate,Analyst Data Science,['R']
Cerner Corporation,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,5.0,,undergraduate,Business Intelligence Analyst I,"['Statistics', 'C', 'SQL', 'Supply Chain']"
Fidelity International,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,Senior Level,,,,10.0,,,Lead Business Analyst,"['Flexible', 'BA', 'api', 'R', 'D', 'C', 'Excel']"
Ford Global Business Services,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,,,,,,undergraduate,S4 MM Business Analyst,"['MS Office', 'BA', 'R', 'D', 'C']"
Ericsson,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,,,,,,,,Data Analyst,"['Negotiation Skills', 'Go', 'R', 'Project Management', 'D', 'C']"
State Street,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,,,postgraduate,Business & Data Analyst  Assistant Manager,"['Go', 'client', 'MS Office', 'Vi', 'PowerBI', 'ITIL', 'SQL', 'Javascript', 'Python', 'Data Analysis', 'Presentation', 'R', 'Tableau', 'D', 'C', 'Excel', 'Java']"
Fidelity International,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,Senior Level,,,,6.0,,,Senior Business Analyst,"['Go', 'client', 'BA', 'SQL', 'UX', 'api', 'Data Analysis', 'R', 'D', 'C', 'Excel', 'UI']"
Flex,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,Senior Level,,,,12.0,,undergraduate,Principal Business Analyst   IT,[]
State Street,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,,,,,10.0,,,Alpha Business Analyst   Senior Manager,"['Go', 'client', 'R', 'D', 'C', 'Excel']"
HSBC,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,10.0,,hs,"AVP, Strategy and Change BA","['D', 'C', 'R', 'UI']"
Standard Chartered,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,,,,8.0,,,Technology Business Analyst,"['PowerPoint', 'Go', 'client', 'Vi', 'Documentation', 'Regression', 'R', 'D', 'C', 'Excel', 'Critical Thinking']"
HSBC,"Pune, Maharashtra",Business Analyst,India,Pune,,Senior Level,,,,15.0,,hs,Lead Business Analyst/Wealth & Personal Banking IT,"['Go', 'Vi', 'DevOps', 'BA', 'R', 'D', 'C', 'Excel']"
Genpact,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,,,,,15.0,,undergraduate,DG   Business Analyst   Vendor PM Specialist,"['R', 'Project Management', 'D', 'C', 'Excel']"
Sopra Banking Software,"Pune, Maharashtra",Business Analyst,India,Pune,,Senior Level,,,,12.0,,undergraduate,Senior Business Analyst,"['Go', 'client', 'BA', 'SQL', 'R', 'D', 'Statistics', 'C']"
Sopra Banking Software,"Pune, Maharashtra",Business Analyst,India,Pune,,Senior Level,,,,12.0,,undergraduate,Lead Business Analyst,"['Go', 'client', 'BA', 'SQL', 'R', 'D', 'Statistics', 'C']"
Lam Research,"Bengaluru, Karnataka+1 location",Business Analyst,India,Bengaluru,,,,,,8.0,,undergraduate,"Business Analyst, Senior II","['Data Warehousing', 'ETL', 'BA', 'Dashboards', 'R', 'C', 'Excel', 'Dash', 'MS Office', 'Vi', 'SQL', '.NET', 'Machine Learning', 'Statistics', 'Java', 'Python', 'VBA', 'Supply Chain', 'D', 'Data Analysis']"
Northern Trust Corp.,"Bengaluru, Karnataka+1 location",Business Analyst,India,Bengaluru,,Senior Level,,,,7.0,,postgraduate,"Senior Consultant, BPA","['Go', 'C', 'BA', 'Excel']"
ADCI - Karnataka,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,4.0,,postgraduate,Financial Analyst I,['R']
STMicroelectronics,"Noida, Uttar Pradesh",Business Analyst,India,Noida,,,,,,5.0,,undergraduate,Sales Business Intelligence M/F,"['PowerBI', 'R', 'D', 'C', 'Excel']"
Crisil,"Pune, Maharashtra",Business Analyst,India,Pune,,Senior Level,,,,6.0,,postgraduate,Lead Analyst,[]
Greenwich Associates,"Pune, Maharashtra+1 location",Business Analyst,India,Pune,,Senior Level,,,,2.0,,postgraduate,Lead Analyst   Python Fullstack Developer,[]
PartsAvatar Investments Inc.,Remote,Business Analyst,India,Remote,,,50000.0,35000.0,Monthly,2.0,,undergraduate,Business Analyst,"['R', 'D', 'C', 'Excel', 'Presentation']"
Gigmos Solutions Pvt Ltd,"Delhi, Delhi",Business Analyst,India,Delhi,,,2200000.0,700000.0,Yearly,60.0,Full-time,,Business Analyst,[]
Hit InfoTech,"Surat, Gujarat",Business Analyst,India,Surat,,,1000000.0,400000.0,Yearly,,Full-time,undergraduate,Business Analyst,"['D', 'C', 'R']"
Samudra Technologies,"Remote in Ahmedabad, Gujarat",Business Analyst,India,Remote in Ahmedabad,,,40000.0,20000.0,Monthly,3.0,,undergraduate,Business Analyst,['R']
Genxlead Solutions Pvt Ltd,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,,,,1.0,Full-time,undergraduate,Business Analyst,"['D', 'C', 'R', 'client']"
Innovalance Learning Systems,"Remote in Delhi, Delhi",Business Analyst,India,Remote in Delhi,,,240000.0,180000.0,Yearly,,,postgraduate,Research Analyst,['R']
Xomic Infotech private Limited,"Ahmedabad, Gujarat",Business Analyst,India,Ahmedabad,,,30000.0,18000.0,Monthly,1.0,Full-time,undergraduate,Technical Business Analyst,"['Negotiation Skills', 'Go', 'client', 'R', 'C']"
SuperDNA Technolab Pvt.Ltd,"Chandigarh, Chandigarh",Business Analyst,India,Chandigarh,,,35000.0,15000.0,Monthly,4.0,Full-time,,Data Analyst,"['Go', 'Vi', 'Data Visualization', 'R', 'Tableau', 'D', 'C', 'Excel']"
Batish Technologies Pvt. Ltd.,"Chandigarh, Chandigarh",Business Analyst,India,Chandigarh,,,50000.0,30000.0,Monthly,4.0,Full-time,postgraduate,IT Business Analyst,"['C', 'R']"
Meander Software Pvt. Ltd.,"Mohali Sas Nagar, Chandigarh",Business Analyst,India,Mohali Sas Nagar,,,20000.0,10000.0,Monthly,1.0,,postgraduate,Business Analyst,"['C', 'R', 'MS Office']"
Madduri IT Services Pvt Ltd,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,,,700000.0,Yearly,2.0,Full-time,undergraduate,Digital Marketing Analyst,"['Google Analytics', 'Digital marketing', 'Go', 'asp', 'R', 'SEO', 'D', 'C', 'Excel', 'Creative']"
Meander Software Pvt. Ltd.,"Mohali Sas Nagar, Chandigarh",Business Analyst,India,Mohali Sas Nagar,,,12000.0,10000.0,Monthly,1.0,,undergraduate,Business Analyst Fresher,['R']
Hindustan HR Solutions,"Nagercoil, Tamil Nadu",Business Analyst,India,Nagercoil,,,20000.0,15000.0,Monthly,1.0,Full-time,undergraduate,Business Analyst,['R']
Vlogic Pvt Ltd.,"Mohali Sas Nagar, Chandigarh",Business Analyst,India,Mohali Sas Nagar,,,10000.0,8000.0,Monthly,1.0,,undergraduate,Business Analyst Fresher,"['C', 'R', 'client']"
Glamyo Health,"Connaught Place, Delhi, Delhi",Business Analyst,India,Connaught Place,,,45000.0,40000.0,Monthly,2.0,,,Data Analyst,['R']
Chikkalakka Pvt Ltd,"Saidapet, Chennai, Tamil Nadu",Business Analyst,India,Saidapet,,,,5000.0,Monthly,1.0,,,Data Research & Analyst,['R']
JK Moving Services,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,3.0,,postgraduate,Data Analyst,"['SQL', 'Python', 'R', 'D', 'C']"
Turing,Remote,Business Analyst,India,Remote,,Senior Level,,,,3.0,Full-time,undergraduate,Senior Business Intelligence Analyst,"['http', 'SQL', 'R', 'Tableau', 'D', 'C', 'Excel']"
Chikkalakka Private Limited,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,,5000.0,Monthly,3.0,Contract,,Data Research Analyst,['R']
Cvent,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,Senior Level,,,,5.0,,,Senior Associate Sales Operations Event Cloud,"['C', 'R']"
Manteio,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,,,,,5.0,,undergraduate,Business Analyst,[]
Advantal Technologies,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,,,,,5.0,,postgraduate,Business Analyst,"['BA', 'Team Work', 'R', 'D', 'C', 'Marketing', 'Creative']"
NatWest Group,"Bengaluru, Karnataka+2 locations",Business Analyst,India,Bengaluru,,,,,,5.0,,,Business Analyst,"['C', 'BA', 'R']"
Sitel,Remote in India,Business Analyst,India,Remote in India,,,,,,35.0,,undergraduate,HRIS Business Systems Analyst,"['C', 'customer focused', 'R']"
AGCO,"Bengaluru, Karnataka+1 location",Business Analyst,India,Bengaluru,,,,,,8.0,,undergraduate,Business Analyst,['api']
Advantal Technologies,"Indore, Madhya Pradesh",Business Analyst,India,Indore,,,,,,8.0,,postgraduate,Technical / Business Analyst,"['BA', 'Team Work', 'R', 'D', 'C', 'Marketing', 'Creative']"
HSBC,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,8.0,,postgraduate,Global WPB Customer Due Diligence Business Analyst GSC'S,"['D', 'C', 'problem solver']"
Tesseract Imaging,"Navi Mumbai, Maharashtra",Business Analyst,India,Navi Mumbai,,,,,,3.0,,undergraduate,Technical Product Manager/ Business Analyst,"['C', 'Go', 'R']"
GE Digital,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,4.0,,undergraduate,Financial Systems & Business Analyst,"['.net', 'R', 'D', 'C', 'Excel']"
Sitel Group,"Remote in More, Maharashtra",Business Analyst,India,Remote in More,,,,,,35.0,,undergraduate,HRIS Business Systems Analyst,"['D', 'C', 'customer focused', 'R']"
Luxoft,"Pune, Maharashtra+1 location",Business Analyst,India,Pune,,,,,,35.0,,,Murex FO Business Analyst,['R']
ADCI - Tamil Nadu,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,,,,35.0,,undergraduate,"Technical Data Analyst, Books","['D', 'SQL', 'Excel', 'R']"
Standard Chartered,"Chennai, Tamil Nadu+1 location",Business Analyst,India,Chennai,,,,,,160.0,,,"Analyst, Data Engineering",['R']
Shell,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,160.0,,postgraduate,Technical Analyst,"['D', 'C', 'R', 'Vi']"
"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,200.0,,,CIB Bus Analyst & Reporting Spec Team Leader,"['client', 'BA', 'R', 'D', 'C', 'Excel']"
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,,,,200.0,,,GFSO Target Operating Model & Data Solutions   Business Anal...,"['Organizational', 'client', 'Stakeholder Management', 'BA', 'api', 'Process Management', 'Analytical Skills', 'R', 'Project Management', 'D', 'Statistics', 'C']"
Citi,"Pune, Maharashtra",Business Analyst,India,Pune,,Senior Level,,,,12.0,,postgraduate,Senior BA   Finance Automation Pune  AVP/C12,"['Go', 'Vi', 'BA', 'D', 'C']"
Powerlaw.in,"Remote in Ghaziabad, Uttar Pradesh",Business Analyst,India,Remote in Ghaziabad,,,50000.0,15000.0,Monthly,1.0,,undergraduate,Business Analyst,['R']
ETT Careermove,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,1300000.0,600000.0,Yearly,,Full-time,undergraduate,Business Analyst   Blueprism,"['D', 'R']"
Jenara Solutions And Services,"Bandra, Mumbai, Maharashtra",Business Analyst,India,Bandra,,Mid-Level,,500000.0,Yearly,,Full-time,,Junior Business Analyst,"['D', 'C', 'Go', 'R']"
Sea TV Network Ltd,"Agra, Uttar Pradesh",Business Analyst,India,Agra,,,500000.0,200000.0,Yearly,,Full-time,postgraduate,Reporting Manager/ MIS / Business Analyst,"['D', 'C', 'R']"
Talent Corner HR Services Private Limited,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,500000.0,300000.0,Yearly,2.0,Full-time,postgraduate,Business Analyst,"['client', 'MS Office', 'Vi', 'BA', 'R', 'D', 'C']"
Aliqan Technologies,"Delhi, Delhi+3 locations",Business Analyst,India,Delhi,,,,,,5.0,,undergraduate,Business Analyst,"['PowerPoint', 'R', 'D', 'C', 'Excel', 'UI']"
Launchpad App Development,Remote,Business Analyst,India,Remote,,,,25000.0,Monthly,3.0,Full-time,,Software Business Analyst/QA Tester,"['C', 'R']"
T&N Business Services Pvt Ltd,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,,,450000.0,Yearly,,Full-time,,Product Analyst,['R']
Exellor Software Solutions Pvt. Ltd,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,,1500000.0,1000000.0,Yearly,5.0,,undergraduate,"Security Business Analyst, IT IPP, GSO","['D', 'C']"
Talent Corner HR Services Private Limited,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,500000.0,300000.0,Yearly,2.0,Full-time,,Technical Support Executive,"['D', 'Go', 'R']"
Tekpaw,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,28500.0,Monthly,3.0,Full-time,undergraduate,Digital Marketing Analyst,['R']
Flintex Consulting Pte Ltd,"Chennai, Tamil Nadu",Business Analyst,India,Chennai,,,220000.0,180000.0,Yearly,5.0,,,System Analyst   C++ / C,"['SQL', 'C#', 'R', 'D', 'C', 'C++', 'Redis']"
Acoura,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,,,,5.0,,undergraduate,Business Analyst,"['client', 'R', 'D', 'C', 'Excel']"
Citi,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,,,,10.0,,undergraduate,Data Quality Senior Analyst,"['Vi', 'R', 'Tableau', 'D', 'C', 'Excel']"
BNP Paribas,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,Senior Level,,,,4.0,,postgraduate,Senior Associate,"['D', 'C', 'R']"
Barclays,"Mumbai, Maharashtra+3 locations",Business Analyst,India,Mumbai,,,,,,4.0,,postgraduate,Business Analyst,"['SDLC', 'client', 'Vi', 'R', 'D', 'C', 'Excel']"
Encore Theme,"Hyderabad, Telangana+5 locations",Business Analyst,India,Hyderabad,,,,,,4.0,,postgraduate,Business Analyst,"['Go', 'client', 'BA', 'Documentation', 'R', 'D', 'C', 'Excel']"
Corteva Agriscience,"Hyderabad, Telangana",Business Analyst,India,Hyderabad,,,,,,5.0,,,Buisness Analyst,"['Git', 'R', 'D', 'Statistics', 'C']"
Fidelity Investments,"Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,Senior Level,,,,8.0,,postgraduate,Lead Business Analyst,"['Go', 'MS Office', 'Vi', 'asp', 'BA', 'R', 'D', 'C', 'Excel']"
Barclays,"Delhi, Delhi",Business Analyst,India,Delhi,,,,,,8.0,,postgraduate,Analyst,"['client', 'Vi', 'R', 'D', 'C', 'Excel']"
"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Business Analyst,India,Bengaluru,,,,,,5.0,,postgraduate,CIB Business Analyst and Product Development   Associate,"['client', 'Vi', 'JSON', 'SQL', 'MS Access', 'XML', 'ML', 'R', 'D', 'C', 'Excel']"
Adenza,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,,,,5.0,,postgraduate,"QA Analyst, Capital Markets","['BA', 'api', 'Analytical Skills', 'R', 'D', 'C']"
Moody's,"Gurgaon, Haryana",Business Analyst,India,Gurgaon,,Senior Level,,,,,,undergraduate,Senior Business Analyst,"['ABAP', 'BA', 'R', 'D', 'C', 'Excel']"
Kotak Mahindra,"Thane, Maharashtra+1 location",Business Analyst,India,Thane,,,,,,5.0,,postgraduate,Business Intelligence Unit HO & SUPPORT BIU,"['D', 'BA', 'Data mining']"
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Business Analyst,India,Mumbai,,,,,,200.0,,postgraduate,CIB Business Analysis Tableau/Alteryx/SQL  Associate,"['Go', 'SDLC', 'client', 'SQL', 'Python', 'Tableau', 'D', 'C', 'Excel']"
IBM,"Hyderabad, Telangana+4 locations",Business Analyst,India,Hyderabad,,,,,,6.0,,,Industry.Banking,"['D', 'C', 'R']"
"Anthology, Inc.","Temporarily Remote in Chennai, Tamil Nadu",Business Analyst,India,Temporarily Remote in Chennai,,,,,,2.0,,postgraduate,IT Quality Assurance Analyst,"['D', 'C', 'R']"
Adenza,"Mumbai, Maharashtra",Business Analyst,India,Mumbai,,Senior Level,,,,4.0,,undergraduate,Senior Sales Analyst,"['Dash', 'Dashboards', 'R', 'Tableau', 'D', 'C', 'Excel']"
